airport_group,date,hour,feat_season,feat_sched_flights_cnt,feat_sched_concurrence
A,2025-10-22,20,autumn,3,0
B,2025-10-22,20,autumn,1,0
C,2025-10-22,20,autumn,1,0
D,2025-10-22,20,autumn,3,1
E,2025-10-22,20,autumn,0,0
F,2025-10-22,20,autumn,0,0
G,2025-10-22,20,autumn,1,0
A,2025-10-22,21,autumn,1,0
B,2025-10-22,21,autumn,1,0
C,2025-10-22,21,autumn,0,0
D,2025-10-22,21,autumn,2,1
E,2025-10-22,21,autumn,2,1
F,2025-10-22,21,autumn,0,0
G,2025-10-22,21,autumn,4,1
A,2025-10-22,22,autumn,0,0
B,2025-10-22,22,autumn,0,0
C,2025-10-22,22,autumn,0,0
D,2025-10-22,22,autumn,0,0
E,2025-10-22,22,autumn,0,0
F,2025-10-22,22,autumn,0,0
G,2025-10-22,22,autumn,1,0
A,2025-10-22,23,autumn,0,0
B,2025-10-22,23,autumn,0,0
C,2025-10-22,23,autumn,0,0
D,2025-10-22,23,autumn,0,0
E,2025-10-22,23,autumn,0,0
F,2025-10-22,23,autumn,0,0
G,2025-10-22,23,autumn,0,0
A,2025-10-23,0,autumn,0,0
B,2025-10-23,0,autumn,0,0
C,2025-10-23,0,autumn,0,0
D,2025-10-23,0,autumn,0,0
E,2025-10-23,0,autumn,0,0
F,2025-10-23,0,autumn,0,0
G,2025-10-23,0,autumn,0,0
A,2025-10-23,1,autumn,0,0
B,2025-10-23,1,autumn,0,0
C,2025-10-23,1,autumn,0,0
D,2025-10-23,1,autumn,0,0
E,2025-10-23,1,autumn,0,0
F,2025-10-23,1,autumn,0,0
G,2025-10-23,1,autumn,0,0
A,2025-10-23,2,autumn,0,0
B,2025-10-23,2,autumn,0,0
C,2025-10-23,2,autumn,0,0
D,2025-10-23,2,autumn,0,0
E,2025-10-23,2,autumn,0,0
F,2025-10-23,2,autumn,0,0
G,2025-10-23,2,autumn,1,0
A,2025-10-23,3,autumn,2,1
B,2025-10-23,3,autumn,2,1
C,2025-10-23,3,autumn,0,0
D,2025-10-23,3,autumn,0,0
E,2025-10-23,3,autumn,0,0
F,2025-10-23,3,autumn,0,0
G,2025-10-23,3,autumn,4,1
A,2025-10-23,4,autumn,6,1
B,2025-10-23,4,autumn,5,1
C,2025-10-23,4,autumn,5,1
D,2025-10-23,4,autumn,3,1
E,2025-10-23,4,autumn,2,1
F,2025-10-23,4,autumn,0,0
G,2025-10-23,4,autumn,0,0
A,2025-10-23,5,autumn,0,0
B,2025-10-23,5,autumn,0,0
C,2025-10-23,5,autumn,1,0
D,2025-10-23,5,autumn,0,0
E,2025-10-23,5,autumn,4,1
F,2025-10-23,5,autumn,4,1
G,2025-10-23,5,autumn,1,0
A,2025-10-23,6,autumn,3,1
B,2025-10-23,6,autumn,3,1
C,2025-10-23,6,autumn,1,0
D,2025-10-23,6,autumn,4,1
E,2025-10-23,6,autumn,2,0
F,2025-10-23,6,autumn,4,1
G,2025-10-23,6,autumn,6,1
A,2025-10-23,7,autumn,6,1
B,2025-10-23,7,autumn,7,1
C,2025-10-23,7,autumn,2,0
D,2025-10-23,7,autumn,6,1
E,2025-10-23,7,autumn,3,0
F,2025-10-23,7,autumn,2,0
G,2025-10-23,7,autumn,1,0
A,2025-10-23,8,autumn,2,0
B,2025-10-23,8,autumn,3,1
C,2025-10-23,8,autumn,0,0
D,2025-10-23,8,autumn,0,0
E,2025-10-23,8,autumn,0,0
F,2025-10-23,8,autumn,0,0
G,2025-10-23,8,autumn,0,0
A,2025-10-23,9,autumn,1,0
B,2025-10-23,9,autumn,3,1
C,2025-10-23,9,autumn,0,0
D,2025-10-23,9,autumn,4,1
E,2025-10-23,9,autumn,4,1
F,2025-10-23,9,autumn,0,0
G,2025-10-23,9,autumn,1,0
A,2025-10-23,10,autumn,3,0
B,2025-10-23,10,autumn,3,1
C,2025-10-23,10,autumn,0,0
D,2025-10-23,10,autumn,1,0
E,2025-10-23,10,autumn,0,0
F,2025-10-23,10,autumn,3,1
G,2025-10-23,10,autumn,2,0
A,2025-10-23,11,autumn,2,0
B,2025-10-23,11,autumn,0,0
C,2025-10-23,11,autumn,0,0
D,2025-10-23,11,autumn,0,0
E,2025-10-23,11,autumn,0,0
F,2025-10-23,11,autumn,5,0
G,2025-10-23,11,autumn,0,0
A,2025-10-23,12,autumn,1,0
B,2025-10-23,12,autumn,4,1
C,2025-10-23,12,autumn,0,0
D,2025-10-23,12,autumn,2,0
E,2025-10-23,12,autumn,1,0
F,2025-10-23,12,autumn,1,0
G,2025-10-23,12,autumn,4,1
A,2025-10-23,13,autumn,2,0
B,2025-10-23,13,autumn,3,1
C,2025-10-23,13,autumn,2,0
D,2025-10-23,13,autumn,5,1
E,2025-10-23,13,autumn,2,0
F,2025-10-23,13,autumn,0,0
G,2025-10-23,13,autumn,0,0
A,2025-10-23,14,autumn,2,0
B,2025-10-23,14,autumn,4,1
C,2025-10-23,14,autumn,1,0
D,2025-10-23,14,autumn,0,0
E,2025-10-23,14,autumn,4,1
F,2025-10-23,14,autumn,0,0
G,2025-10-23,14,autumn,0,0
A,2025-10-23,15,autumn,2,0
B,2025-10-23,15,autumn,5,1
C,2025-10-23,15,autumn,0,0
D,2025-10-23,15,autumn,3,1
E,2025-10-23,15,autumn,3,1
F,2025-10-23,15,autumn,0,0
G,2025-10-23,15,autumn,0,0
A,2025-10-23,16,autumn,5,1
B,2025-10-23,16,autumn,4,1
C,2025-10-23,16,autumn,2,0
D,2025-10-23,16,autumn,6,1
E,2025-10-23,16,autumn,3,0
F,2025-10-23,16,autumn,1,0
G,2025-10-23,16,autumn,0,0
A,2025-10-23,17,autumn,1,0
B,2025-10-23,17,autumn,2,0
C,2025-10-23,17,autumn,1,0
D,2025-10-23,17,autumn,3,1
E,2025-10-23,17,autumn,2,0
F,2025-10-23,17,autumn,2,0
G,2025-10-23,17,autumn,4,1
A,2025-10-23,18,autumn,3,0
B,2025-10-23,18,autumn,3,1
C,2025-10-23,18,autumn,2,1
D,2025-10-23,18,autumn,6,1
E,2025-10-23,18,autumn,4,1
F,2025-10-23,18,autumn,4,1
G,2025-10-23,18,autumn,3,1
A,2025-10-23,19,autumn,3,0
B,2025-10-23,19,autumn,3,0
C,2025-10-23,19,autumn,3,0
D,2025-10-23,19,autumn,0,0
E,2025-10-23,19,autumn,4,1
F,2025-10-23,19,autumn,0,0
G,2025-10-23,19,autumn,2,0
A,2025-10-23,20,autumn,3,0
B,2025-10-23,20,autumn,1,0
C,2025-10-23,20,autumn,1,0
D,2025-10-23,20,autumn,3,1
E,2025-10-23,20,autumn,0,0
F,2025-10-23,20,autumn,0,0
G,2025-10-23,20,autumn,1,0
A,2025-10-23,21,autumn,1,0
B,2025-10-23,21,autumn,1,0
C,2025-10-23,21,autumn,0,0
D,2025-10-23,21,autumn,4,1
E,2025-10-23,21,autumn,2,1
F,2025-10-23,21,autumn,0,0
G,2025-10-23,21,autumn,4,1
A,2025-10-23,22,autumn,0,0
B,2025-10-23,22,autumn,0,0
C,2025-10-23,22,autumn,0,0
D,2025-10-23,22,autumn,0,0
E,2025-10-23,22,autumn,0,0
F,2025-10-23,22,autumn,0,0
G,2025-10-23,22,autumn,1,0
A,2025-10-23,23,autumn,0,0
B,2025-10-23,23,autumn,0,0
C,2025-10-23,23,autumn,0,0
D,2025-10-23,23,autumn,0,0
E,2025-10-23,23,autumn,0,0
F,2025-10-23,23,autumn,0,0
G,2025-10-23,23,autumn,0,0
A,2025-10-24,0,autumn,0,0
B,2025-10-24,0,autumn,0,0
C,2025-10-24,0,autumn,0,0
D,2025-10-24,0,autumn,0,0
E,2025-10-24,0,autumn,0,0
F,2025-10-24,0,autumn,0,0
G,2025-10-24,0,autumn,0,0
A,2025-10-24,1,autumn,0,0
B,2025-10-24,1,autumn,0,0
C,2025-10-24,1,autumn,0,0
D,2025-10-24,1,autumn,0,0
E,2025-10-24,1,autumn,0,0
F,2025-10-24,1,autumn,0,0
G,2025-10-24,1,autumn,0,0
A,2025-10-24,2,autumn,0,0
B,2025-10-24,2,autumn,0,0
C,2025-10-24,2,autumn,0,0
D,2025-10-24,2,autumn,0,0
E,2025-10-24,2,autumn,0,0
F,2025-10-24,2,autumn,0,0
G,2025-10-24,2,autumn,1,0
A,2025-10-24,3,autumn,2,1
B,2025-10-24,3,autumn,2,1
C,2025-10-24,3,autumn,0,0
D,2025-10-24,3,autumn,0,0
E,2025-10-24,3,autumn,0,0
F,2025-10-24,3,autumn,0,0
G,2025-10-24,3,autumn,4,1
A,2025-10-24,4,autumn,6,1
B,2025-10-24,4,autumn,4,1
C,2025-10-24,4,autumn,5,1
D,2025-10-24,4,autumn,3,1
E,2025-10-24,4,autumn,2,1
F,2025-10-24,4,autumn,0,0
G,2025-10-24,4,autumn,0,0
A,2025-10-24,5,autumn,0,0
B,2025-10-24,5,autumn,1,0
C,2025-10-24,5,autumn,1,0
D,2025-10-24,5,autumn,0,0
E,2025-10-24,5,autumn,4,1
F,2025-10-24,5,autumn,4,1
G,2025-10-24,5,autumn,1,0
A,2025-10-24,6,autumn,3,1
B,2025-10-24,6,autumn,2,1
C,2025-10-24,6,autumn,1,0
D,2025-10-24,6,autumn,4,1
E,2025-10-24,6,autumn,2,0
F,2025-10-24,6,autumn,4,1
G,2025-10-24,6,autumn,6,1
A,2025-10-24,7,autumn,6,1
B,2025-10-24,7,autumn,7,1
C,2025-10-24,7,autumn,2,0
D,2025-10-24,7,autumn,6,1
E,2025-10-24,7,autumn,3,0
F,2025-10-24,7,autumn,2,0
G,2025-10-24,7,autumn,1,0
A,2025-10-24,8,autumn,2,0
B,2025-10-24,8,autumn,3,1
C,2025-10-24,8,autumn,0,0
D,2025-10-24,8,autumn,0,0
E,2025-10-24,8,autumn,0,0
F,2025-10-24,8,autumn,0,0
G,2025-10-24,8,autumn,0,0
A,2025-10-24,9,autumn,1,0
B,2025-10-24,9,autumn,3,1
C,2025-10-24,9,autumn,0,0
D,2025-10-24,9,autumn,4,1
E,2025-10-24,9,autumn,4,1
F,2025-10-24,9,autumn,0,0
G,2025-10-24,9,autumn,1,0
A,2025-10-24,10,autumn,3,0
B,2025-10-24,10,autumn,3,1
C,2025-10-24,10,autumn,0,0
D,2025-10-24,10,autumn,1,0
E,2025-10-24,10,autumn,0,0
F,2025-10-24,10,autumn,3,1
G,2025-10-24,10,autumn,2,0
A,2025-10-24,11,autumn,2,0
B,2025-10-24,11,autumn,0,0
C,2025-10-24,11,autumn,0,0
D,2025-10-24,11,autumn,0,0
E,2025-10-24,11,autumn,0,0
F,2025-10-24,11,autumn,5,0
G,2025-10-24,11,autumn,0,0
A,2025-10-24,12,autumn,1,0
B,2025-10-24,12,autumn,2,0
C,2025-10-24,12,autumn,0,0
D,2025-10-24,12,autumn,2,0
E,2025-10-24,12,autumn,1,0
F,2025-10-24,12,autumn,1,0
G,2025-10-24,12,autumn,4,1
A,2025-10-24,13,autumn,2,0
B,2025-10-24,13,autumn,4,1
C,2025-10-24,13,autumn,2,0
D,2025-10-24,13,autumn,5,1
E,2025-10-24,13,autumn,2,0
F,2025-10-24,13,autumn,0,0
G,2025-10-24,13,autumn,0,0
A,2025-10-24,14,autumn,2,0
B,2025-10-24,14,autumn,5,1
C,2025-10-24,14,autumn,1,0
D,2025-10-24,14,autumn,0,0
E,2025-10-24,14,autumn,4,1
F,2025-10-24,14,autumn,0,0
G,2025-10-24,14,autumn,0,0
A,2025-10-24,15,autumn,2,0
B,2025-10-24,15,autumn,5,1
C,2025-10-24,15,autumn,0,0
D,2025-10-24,15,autumn,3,1
E,2025-10-24,15,autumn,3,1
F,2025-10-24,15,autumn,0,0
G,2025-10-24,15,autumn,0,0
A,2025-10-24,16,autumn,5,1
B,2025-10-24,16,autumn,4,1
C,2025-10-24,16,autumn,2,0
D,2025-10-24,16,autumn,6,1
E,2025-10-24,16,autumn,3,0
F,2025-10-24,16,autumn,1,0
G,2025-10-24,16,autumn,0,0
A,2025-10-24,17,autumn,1,0
B,2025-10-24,17,autumn,2,0
C,2025-10-24,17,autumn,1,0
D,2025-10-24,17,autumn,3,1
E,2025-10-24,17,autumn,2,0
F,2025-10-24,17,autumn,2,0
G,2025-10-24,17,autumn,4,1
A,2025-10-24,18,autumn,3,0
B,2025-10-24,18,autumn,3,1
C,2025-10-24,18,autumn,2,1
D,2025-10-24,18,autumn,6,1
E,2025-10-24,18,autumn,4,1
F,2025-10-24,18,autumn,4,1
G,2025-10-24,18,autumn,3,1
A,2025-10-24,19,autumn,3,0
B,2025-10-24,19,autumn,2,0
C,2025-10-24,19,autumn,3,0
D,2025-10-24,19,autumn,0,0
E,2025-10-24,19,autumn,4,1
F,2025-10-24,19,autumn,0,0
G,2025-10-24,19,autumn,2,0
A,2025-10-24,20,autumn,3,0
B,2025-10-24,20,autumn,1,0
C,2025-10-24,20,autumn,1,0
D,2025-10-24,20,autumn,3,1
E,2025-10-24,20,autumn,0,0
F,2025-10-24,20,autumn,0,0
G,2025-10-24,20,autumn,1,0
A,2025-10-24,21,autumn,1,0
B,2025-10-24,21,autumn,1,0
C,2025-10-24,21,autumn,0,0
D,2025-10-24,21,autumn,2,1
E,2025-10-24,21,autumn,2,1
F,2025-10-24,21,autumn,0,0
G,2025-10-24,21,autumn,4,1
A,2025-10-24,22,autumn,0,0
B,2025-10-24,22,autumn,0,0
C,2025-10-24,22,autumn,0,0
D,2025-10-24,22,autumn,0,0
E,2025-10-24,22,autumn,0,0
F,2025-10-24,22,autumn,0,0
G,2025-10-24,22,autumn,1,0
A,2025-10-24,23,autumn,0,0
B,2025-10-24,23,autumn,0,0
C,2025-10-24,23,autumn,0,0
D,2025-10-24,23,autumn,0,0
E,2025-10-24,23,autumn,0,0
F,2025-10-24,23,autumn,0,0
G,2025-10-24,23,autumn,0,0
A,2025-10-25,0,autumn,0,0
B,2025-10-25,0,autumn,0,0
C,2025-10-25,0,autumn,0,0
D,2025-10-25,0,autumn,0,0
E,2025-10-25,0,autumn,0,0
F,2025-10-25,0,autumn,0,0
G,2025-10-25,0,autumn,0,0
A,2025-10-25,1,autumn,0,0
B,2025-10-25,1,autumn,0,0
C,2025-10-25,1,autumn,0,0
D,2025-10-25,1,autumn,0,0
E,2025-10-25,1,autumn,0,0
F,2025-10-25,1,autumn,0,0
G,2025-10-25,1,autumn,0,0
A,2025-10-25,2,autumn,0,0
B,2025-10-25,2,autumn,0,0
C,2025-10-25,2,autumn,0,0
D,2025-10-25,2,autumn,0,0
E,2025-10-25,2,autumn,0,0
F,2025-10-25,2,autumn,0,0
G,2025-10-25,2,autumn,0,0
A,2025-10-25,3,autumn,0,0
B,2025-10-25,3,autumn,0,0
C,2025-10-25,3,autumn,0,0
D,2025-10-25,3,autumn,0,0
E,2025-10-25,3,autumn,0,0
F,2025-10-25,3,autumn,0,0
G,2025-10-25,3,autumn,0,0
A,2025-10-25,4,autumn,1,0
B,2025-10-25,4,autumn,0,0
C,2025-10-25,4,autumn,0,0
D,2025-10-25,4,autumn,0,0
E,2025-10-25,4,autumn,0,0
F,2025-10-25,4,autumn,0,0
G,2025-10-25,4,autumn,0,0
A,2025-10-25,5,autumn,2,0
B,2025-10-25,5,autumn,2,1
C,2025-10-25,5,autumn,0,0
D,2025-10-25,5,autumn,0,0
E,2025-10-25,5,autumn,0,0
F,2025-10-25,5,autumn,0,0
G,2025-10-25,5,autumn,0,0
A,2025-10-25,6,autumn,5,1
B,2025-10-25,6,autumn,3,1
C,2025-10-25,6,autumn,0,0
D,2025-10-25,6,autumn,0,0
E,2025-10-25,6,autumn,2,0
F,2025-10-25,6,autumn,0,0
G,2025-10-25,6,autumn,0,0
A,2025-10-25,7,autumn,1,0
B,2025-10-25,7,autumn,1,0
C,2025-10-25,7,autumn,0,0
D,2025-10-25,7,autumn,0,0
E,2025-10-25,7,autumn,3,0
F,2025-10-25,7,autumn,0,0
G,2025-10-25,7,autumn,0,0
A,2025-10-25,8,autumn,4,1
B,2025-10-25,8,autumn,0,0
C,2025-10-25,8,autumn,3,0
D,2025-10-25,8,autumn,2,1
E,2025-10-25,8,autumn,0,0
F,2025-10-25,8,autumn,0,0
G,2025-10-25,8,autumn,0,0
A,2025-10-25,9,autumn,5,1
B,2025-10-25,9,autumn,3,1
C,2025-10-25,9,autumn,1,0
D,2025-10-25,9,autumn,1,0
E,2025-10-25,9,autumn,4,1
F,2025-10-25,9,autumn,0,0
G,2025-10-25,9,autumn,2,0
A,2025-10-25,10,autumn,3,0
B,2025-10-25,10,autumn,4,1
C,2025-10-25,10,autumn,0,0
D,2025-10-25,10,autumn,0,0
E,2025-10-25,10,autumn,1,0
F,2025-10-25,10,autumn,0,0
G,2025-10-25,10,autumn,2,0
A,2025-10-25,11,autumn,2,0
B,2025-10-25,11,autumn,0,0
C,2025-10-25,11,autumn,0,0
D,2025-10-25,11,autumn,4,1
E,2025-10-25,11,autumn,2,0
F,2025-10-25,11,autumn,0,0
G,2025-10-25,11,autumn,0,0
A,2025-10-25,12,autumn,0,0
B,2025-10-25,12,autumn,3,1
C,2025-10-25,12,autumn,0,0
D,2025-10-25,12,autumn,1,0
E,2025-10-25,12,autumn,1,0
F,2025-10-25,12,autumn,0,0
G,2025-10-25,12,autumn,0,0
A,2025-10-25,13,autumn,1,0
B,2025-10-25,13,autumn,3,1
C,2025-10-25,13,autumn,0,0
D,2025-10-25,13,autumn,0,0
E,2025-10-25,13,autumn,2,0
F,2025-10-25,13,autumn,0,0
G,2025-10-25,13,autumn,0,0
A,2025-10-25,14,autumn,4,1
B,2025-10-25,14,autumn,0,0
C,2025-10-25,14,autumn,0,0
D,2025-10-25,14,autumn,0,0
E,2025-10-25,14,autumn,0,0
F,2025-10-25,14,autumn,0,0
G,2025-10-25,14,autumn,0,0
A,2025-10-25,15,autumn,2,0
B,2025-10-25,15,autumn,1,0
C,2025-10-25,15,autumn,0,0
D,2025-10-25,15,autumn,0,0
E,2025-10-25,15,autumn,0,0
F,2025-10-25,15,autumn,0,0
G,2025-10-25,15,autumn,2,0
A,2025-10-25,16,autumn,0,0
B,2025-10-25,16,autumn,0,0
C,2025-10-25,16,autumn,0,0
D,2025-10-25,16,autumn,0,0
E,2025-10-25,16,autumn,2,0
F,2025-10-25,16,autumn,0,0
G,2025-10-25,16,autumn,1,0
A,2025-10-25,17,autumn,0,0
B,2025-10-25,17,autumn,0,0
C,2025-10-25,17,autumn,0,0
D,2025-10-25,17,autumn,0,0
E,2025-10-25,17,autumn,0,0
F,2025-10-25,17,autumn,0,0
G,2025-10-25,17,autumn,0,0
A,2025-10-25,18,autumn,0,0
B,2025-10-25,18,autumn,0,0
C,2025-10-25,18,autumn,0,0
D,2025-10-25,18,autumn,0,0
E,2025-10-25,18,autumn,0,0
F,2025-10-25,18,autumn,0,0
G,2025-10-25,18,autumn,0,0
A,2025-10-25,19,autumn,0,0
B,2025-10-25,19,autumn,0,0
C,2025-10-25,19,autumn,0,0
D,2025-10-25,19,autumn,0,0
E,2025-10-25,19,autumn,0,0
F,2025-10-25,19,autumn,0,0
G,2025-10-25,19,autumn,0,0
A,2025-10-25,20,autumn,0,0
B,2025-10-25,20,autumn,0,0
C,2025-10-25,20,autumn,0,0
D,2025-10-25,20,autumn,0,0
E,2025-10-25,20,autumn,0,0
F,2025-10-25,20,autumn,0,0
G,2025-10-25,20,autumn,0,0
A,2025-10-25,21,autumn,0,0
B,2025-10-25,21,autumn,0,0
C,2025-10-25,21,autumn,0,0
D,2025-10-25,21,autumn,0,0
E,2025-10-25,21,autumn,0,0
F,2025-10-25,21,autumn,0,0
G,2025-10-25,21,autumn,0,0
A,2025-10-25,22,autumn,0,0
B,2025-10-25,22,autumn,0,0
C,2025-10-25,22,autumn,0,0
D,2025-10-25,22,autumn,0,0
E,2025-10-25,22,autumn,0,0
F,2025-10-25,22,autumn,0,0
G,2025-10-25,22,autumn,0,0
A,2025-10-25,23,autumn,0,0
B,2025-10-25,23,autumn,0,0
C,2025-10-25,23,autumn,0,0
D,2025-10-25,23,autumn,0,0
E,2025-10-25,23,autumn,0,0
F,2025-10-25,23,autumn,0,0
G,2025-10-25,23,autumn,0,0
A,2025-10-26,0,autumn,0,0
B,2025-10-26,0,autumn,0,0
C,2025-10-26,0,autumn,0,0
D,2025-10-26,0,autumn,0,0
E,2025-10-26,0,autumn,0,0
F,2025-10-26,0,autumn,0,0
G,2025-10-26,0,autumn,0,0
A,2025-10-26,1,autumn,0,0
B,2025-10-26,1,autumn,0,0
C,2025-10-26,1,autumn,0,0
D,2025-10-26,1,autumn,0,0
E,2025-10-26,1,autumn,0,0
F,2025-10-26,1,autumn,0,0
G,2025-10-26,1,autumn,0,0
A,2025-10-26,2,autumn,0,0
B,2025-10-26,2,autumn,0,0
C,2025-10-26,2,autumn,0,0
D,2025-10-26,2,autumn,0,0
E,2025-10-26,2,autumn,0,0
F,2025-10-26,2,autumn,0,0
G,2025-10-26,2,autumn,0,0
A,2025-10-26,3,autumn,0,0
B,2025-10-26,3,autumn,0,0
C,2025-10-26,3,autumn,0,0
D,2025-10-26,3,autumn,0,0
E,2025-10-26,3,autumn,0,0
F,2025-10-26,3,autumn,0,0
G,2025-10-26,3,autumn,0,0
A,2025-10-26,4,autumn,0,0
B,2025-10-26,4,autumn,0,0
C,2025-10-26,4,autumn,0,0
D,2025-10-26,4,autumn,0,0
E,2025-10-26,4,autumn,0,0
F,2025-10-26,4,autumn,0,0
G,2025-10-26,4,autumn,0,0
A,2025-10-26,5,autumn,0,0
B,2025-10-26,5,autumn,0,0
C,2025-10-26,5,autumn,0,0
D,2025-10-26,5,autumn,0,0
E,2025-10-26,5,autumn,0,0
F,2025-10-26,5,autumn,0,0
G,2025-10-26,5,autumn,0,0
A,2025-10-26,6,autumn,0,0
B,2025-10-26,6,autumn,0,0
C,2025-10-26,6,autumn,0,0
D,2025-10-26,6,autumn,0,0
E,2025-10-26,6,autumn,0,0
F,2025-10-26,6,autumn,0,0
G,2025-10-26,6,autumn,0,0
A,2025-10-26,7,autumn,0,0
B,2025-10-26,7,autumn,0,0
C,2025-10-26,7,autumn,0,0
D,2025-10-26,7,autumn,0,0
E,2025-10-26,7,autumn,0,0
F,2025-10-26,7,autumn,0,0
G,2025-10-26,7,autumn,0,0
A,2025-10-26,8,autumn,0,0
B,2025-10-26,8,autumn,1,0
C,2025-10-26,8,autumn,0,0
D,2025-10-26,8,autumn,0,0
E,2025-10-26,8,autumn,0,0
F,2025-10-26,8,autumn,0,0
G,2025-10-26,8,autumn,0,0
A,2025-10-26,9,autumn,0,0
B,2025-10-26,9,autumn,1,0
C,2025-10-26,9,autumn,0,0
D,2025-10-26,9,autumn,0,0
E,2025-10-26,9,autumn,0,0
F,2025-10-26,9,autumn,0,0
G,2025-10-26,9,autumn,0,0
A,2025-10-26,10,autumn,0,0
B,2025-10-26,10,autumn,2,0
C,2025-10-26,10,autumn,0,0
D,2025-10-26,10,autumn,0,0
E,2025-10-26,10,autumn,0,0
F,2025-10-26,10,autumn,0,0
G,2025-10-26,10,autumn,0,0
A,2025-10-26,11,autumn,0,0
B,2025-10-26,11,autumn,3,1
C,2025-10-26,11,autumn,0,0
D,2025-10-26,11,autumn,1,0
E,2025-10-26,11,autumn,0,0
F,2025-10-26,11,autumn,3,1
G,2025-10-26,11,autumn,1,0
A,2025-10-26,12,autumn,0,0
B,2025-10-26,12,autumn,0,0
C,2025-10-26,12,autumn,0,0
D,2025-10-26,12,autumn,2,0
E,2025-10-26,12,autumn,0,0
F,2025-10-26,12,autumn,5,0
G,2025-10-26,12,autumn,0,0
A,2025-10-26,13,autumn,0,0
B,2025-10-26,13,autumn,1,0
C,2025-10-26,13,autumn,0,0
D,2025-10-26,13,autumn,0,0
E,2025-10-26,13,autumn,2,1
F,2025-10-26,13,autumn,1,0
G,2025-10-26,13,autumn,2,0
A,2025-10-26,14,autumn,0,0
B,2025-10-26,14,autumn,0,0
C,2025-10-26,14,autumn,0,0
D,2025-10-26,14,autumn,0,0
E,2025-10-26,14,autumn,4,1
F,2025-10-26,14,autumn,0,0
G,2025-10-26,14,autumn,0,0
A,2025-10-26,15,autumn,0,0
B,2025-10-26,15,autumn,2,1
C,2025-10-26,15,autumn,0,0
D,2025-10-26,15,autumn,0,0
E,2025-10-26,15,autumn,0,0
F,2025-10-26,15,autumn,0,0
G,2025-10-26,15,autumn,0,0
A,2025-10-26,16,autumn,0,0
B,2025-10-26,16,autumn,4,1
C,2025-10-26,16,autumn,0,0
D,2025-10-26,16,autumn,0,0
E,2025-10-26,16,autumn,0,0
F,2025-10-26,16,autumn,0,0
G,2025-10-26,16,autumn,0,0
A,2025-10-26,17,autumn,0,0
B,2025-10-26,17,autumn,2,0
C,2025-10-26,17,autumn,0,0
D,2025-10-26,17,autumn,0,0
E,2025-10-26,17,autumn,0,0
F,2025-10-26,17,autumn,0,0
G,2025-10-26,17,autumn,0,0
A,2025-10-26,18,autumn,0,0
B,2025-10-26,18,autumn,1,0
C,2025-10-26,18,autumn,0,0
D,2025-10-26,18,autumn,0,0
E,2025-10-26,18,autumn,0,0
F,2025-10-26,18,autumn,0,0
G,2025-10-26,18,autumn,1,0
A,2025-10-26,19,autumn,0,0
B,2025-10-26,19,autumn,0,0
C,2025-10-26,19,autumn,0,0
D,2025-10-26,19,autumn,0,0
E,2025-10-26,19,autumn,0,0
F,2025-10-26,19,autumn,0,0
G,2025-10-26,19,autumn,1,0
A,2025-10-26,20,autumn,0,0
B,2025-10-26,20,autumn,1,0
C,2025-10-26,20,autumn,0,0
D,2025-10-26,20,autumn,0,0
E,2025-10-26,20,autumn,0,0
F,2025-10-26,20,autumn,0,0
G,2025-10-26,20,autumn,2,0
A,2025-10-26,21,autumn,0,0
B,2025-10-26,21,autumn,1,0
C,2025-10-26,21,autumn,0,0
D,2025-10-26,21,autumn,1,0
E,2025-10-26,21,autumn,0,0
F,2025-10-26,21,autumn,0,0
G,2025-10-26,21,autumn,0,0
A,2025-10-26,22,autumn,0,0
B,2025-10-26,22,autumn,0,0
C,2025-10-26,22,autumn,0,0
D,2025-10-26,22,autumn,3,1
E,2025-10-26,22,autumn,0,0
F,2025-10-26,22,autumn,0,0
G,2025-10-26,22,autumn,3,0
A,2025-10-26,23,autumn,0,0
B,2025-10-26,23,autumn,0,0
C,2025-10-26,23,autumn,0,0
D,2025-10-26,23,autumn,0,0
E,2025-10-26,23,autumn,0,0
F,2025-10-26,23,autumn,0,0
G,2025-10-26,23,autumn,1,0
A,2025-10-27,0,autumn,0,0
B,2025-10-27,0,autumn,0,0
C,2025-10-27,0,autumn,0,0
D,2025-10-27,0,autumn,0,0
E,2025-10-27,0,autumn,0,0
F,2025-10-27,0,autumn,0,0
G,2025-10-27,0,autumn,0,0
A,2025-10-27,1,autumn,0,0
B,2025-10-27,1,autumn,0,0
C,2025-10-27,1,autumn,0,0
D,2025-10-27,1,autumn,0,0
E,2025-10-27,1,autumn,0,0
F,2025-10-27,1,autumn,0,0
G,2025-10-27,1,autumn,0,0
A,2025-10-27,2,autumn,0,0
B,2025-10-27,2,autumn,0,0
C,2025-10-27,2,autumn,0,0
D,2025-10-27,2,autumn,0,0
E,2025-10-27,2,autumn,0,0
F,2025-10-27,2,autumn,0,0
G,2025-10-27,2,autumn,0,0
A,2025-10-27,3,autumn,0,0
B,2025-10-27,3,autumn,0,0
C,2025-10-27,3,autumn,0,0
D,2025-10-27,3,autumn,0,0
E,2025-10-27,3,autumn,0,0
F,2025-10-27,3,autumn,0,0
G,2025-10-27,3,autumn,1,0
A,2025-10-27,4,autumn,0,0
B,2025-10-27,4,autumn,1,0
C,2025-10-27,4,autumn,0,0
D,2025-10-27,4,autumn,0,0
E,2025-10-27,4,autumn,0,0
F,2025-10-27,4,autumn,0,0
